
WARNING: The TensorFlow contrib module will not be included in TensorFlow 2.0.
For more information, please see:
  * https://github.com/tensorflow/community/blob/master/rfcs/20180907-contrib-sunset.md
  * https://github.com/tensorflow/addons
If you depend on functionality not listed there, please file an issue.

WARNING:tensorflow:From 3rdDeep.py:118: conv2d (from tensorflow.python.layers.convolutional) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.conv2d instead.
WARNING:tensorflow:From /home/james/.local/lib/python2.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From 3rdDeep.py:123: batch_normalization (from tensorflow.python.layers.normalization) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.batch_normalization instead.
WARNING:tensorflow:From 3rdDeep.py:149: flatten (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.flatten instead.
WARNING:tensorflow:From 3rdDeep.py:157: dense (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.dense instead.
WARNING:tensorflow:From /home/james/.local/lib/python2.7/site-packages/tensorflow/python/ops/losses/losses_impl.py:448: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /home/james/.local/lib/python2.7/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
Memory Ready
Training Started
2019-04-02 23:27:38.874977: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 3401000000 Hz
2019-04-02 23:27:38.877467: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x7f894ec4ef50 executing computations on platform Host. Devices:
2019-04-02 23:27:38.877542: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
('Episode: 0', 'Total reward: 320.0', 'Training loss: 413.8317', 'Explore P: 0.9696')
('Episode: 923', 'Total reward: 140.0', 'Training loss: 0.0015', 'Explore P: 0.1000')
('Episode: 924', 'Total reward: 140.0', 'Training loss: 0.0006', 'Explore P: 0.1000')
('Episode: 925', 'Total reward: 280.0', 'Training loss: 0.3233', 'Explore P: 0.1000')
Model Saved
('Episode: 926', 'Total reward: 240.0', 'Training loss: 0.9133', 'Explore P: 0.1000')
('Episode: 927', 'Total reward: 140.0', 'Training loss: 0.0008', 'Explore P: 0.1000')
('Episode: 928', 'Total reward: 220.0', 'Training loss: 2.7905', 'Explore P: 0.1000')
('Episode: 929', 'Total reward: 140.0', 'Training loss: 0.3053', 'Explore P: 0.1000')
('Episode: 930', 'Total reward: 120.0', 'Training loss: 0.0035', 'Explore P: 0.1000')
Model Saved
('Episode: 931', 'Total reward: 160.0', 'Training loss: 0.0009', 'Explore P: 0.1000')
('Episode: 932', 'Total reward: 260.0', 'Training loss: 0.0014', 'Explore P: 0.1000')
('Episode: 933', 'Total reward: 200.0', 'Training loss: 1.2429', 'Explore P: 0.1000')
('Episode: 934', 'Total reward: 340.0', 'Training loss: 0.6113', 'Explore P: 0.1000')
('Episode: 935', 'Total reward: 360.0', 'Training loss: 0.0013', 'Explore P: 0.1000')
Model Saved
('Episode: 936', 'Total reward: 240.0', 'Training loss: 3.1159', 'Explore P: 0.1000')
('Episode: 937', 'Total reward: 240.0', 'Training loss: 0.3235', 'Explore P: 0.1000')
('Episode: 938', 'Total reward: 120.0', 'Training loss: 1.2428', 'Explore P: 0.1000')
('Episode: 939', 'Total reward: 160.0', 'Training loss: 0.3041', 'Explore P: 0.1000')
('Episode: 940', 'Total reward: 380.0', 'Training loss: 0.3053', 'Explore P: 0.1000')
Model Saved
('Episode: 941', 'Total reward: 200.0', 'Training loss: 0.6109', 'Explore P: 0.1000')
('Episode: 942', 'Total reward: 200.0', 'Training loss: 0.3042', 'Explore P: 0.1000')
('Episode: 943', 'Total reward: 140.0', 'Training loss: 0.0008', 'Explore P: 0.1000')
('Episode: 944', 'Total reward: 280.0', 'Training loss: 1.2442', 'Explore P: 0.1000')
('Episode: 945', 'Total reward: 120.0', 'Training loss: 0.3081', 'Explore P: 0.1000')
Model Saved
('Episode: 946', 'Total reward: 140.0', 'Training loss: 1.2447', 'Explore P: 0.1000')
('Episode: 947', 'Total reward: 1570.0', 'Training loss: 0.0002', 'Explore P: 0.1000')
('Episode: 948', 'Total reward: 120.0', 'Training loss: 0.3065', 'Explore P: 0.1000')
('Episode: 949', 'Total reward: 220.0', 'Training loss: 1.5625', 'Explore P: 0.1000')
('Episode: 950', 'Total reward: 220.0', 'Training loss: 0.9126', 'Explore P: 0.1000')
Model Saved
('Episode: 951', 'Total reward: 380.0', 'Training loss: 0.3057', 'Explore P: 0.1000')
('Episode: 952', 'Total reward: 240.0', 'Training loss: 0.3462', 'Explore P: 0.1000')
('Episode: 953', 'Total reward: 320.0', 'Training loss: 2.4846', 'Explore P: 0.1000')
('Episode: 954', 'Total reward: 80.0', 'Training loss: 0.3064', 'Explore P: 0.1000')
('Episode: 955', 'Total reward: 80.0', 'Training loss: 0.0121', 'Explore P: 0.1000')
Model Saved
('Episode: 956', 'Total reward: 260.0', 'Training loss: 2.7912', 'Explore P: 0.1000')
('Episode: 957', 'Total reward: 120.0', 'Training loss: 0.3075', 'Explore P: 0.1000')
('Episode: 958', 'Total reward: 140.0', 'Training loss: 1.2440', 'Explore P: 0.1000')
('Episode: 959', 'Total reward: 240.0', 'Training loss: 1.5465', 'Explore P: 0.1000')
('Episode: 960', 'Total reward: 260.0', 'Training loss: 0.0166', 'Explore P: 0.1000')
Model Saved
('Episode: 961', 'Total reward: 200.0', 'Training loss: 0.0011', 'Explore P: 0.1000')
('Episode: 962', 'Total reward: 120.0', 'Training loss: 0.0013', 'Explore P: 0.1000')
('Episode: 963', 'Total reward: 200.0', 'Training loss: 0.0015', 'Explore P: 0.1000')
('Episode: 964', 'Total reward: 280.0', 'Training loss: 0.3053', 'Explore P: 0.1000')
('Episode: 965', 'Total reward: 200.0', 'Training loss: 0.3077', 'Explore P: 0.1000')
Model Saved
('Episode: 966', 'Total reward: 120.0', 'Training loss: 1.2435', 'Explore P: 0.1000')
('Episode: 967', 'Total reward: 280.0', 'Training loss: 1.5472', 'Explore P: 0.1000')
('Episode: 968', 'Total reward: 280.0', 'Training loss: 0.0005', 'Explore P: 0.1000')
('Episode: 969', 'Total reward: 220.0', 'Training loss: 1.5467', 'Explore P: 0.1000')
('Episode: 970', 'Total reward: 160.0', 'Training loss: 1.2428', 'Explore P: 0.1000')
Model Saved
('Episode: 971', 'Total reward: 160.0', 'Training loss: 1.5488', 'Explore P: 0.1000')
('Episode: 972', 'Total reward: 200.0', 'Training loss: 0.0028', 'Explore P: 0.1000')
('Episode: 973', 'Total reward: 300.0', 'Training loss: 0.3066', 'Explore P: 0.1000')
('Episode: 974', 'Total reward: 260.0', 'Training loss: 0.6114', 'Explore P: 0.1000')
('Episode: 975', 'Total reward: 180.0', 'Training loss: 1.2434', 'Explore P: 0.1000')
Model Saved
('Episode: 976', 'Total reward: 60.0', 'Training loss: 0.3053', 'Explore P: 0.1000')
('Episode: 977', 'Total reward: 80.0', 'Training loss: 0.0013', 'Explore P: 0.1000')
('Episode: 978', 'Total reward: 520.0', 'Training loss: 0.3047', 'Explore P: 0.1000')
('Episode: 979', 'Total reward: 80.0', 'Training loss: 0.3052', 'Explore P: 0.1000')
('Episode: 980', 'Total reward: 200.0', 'Training loss: 1.5493', 'Explore P: 0.1000')
Model Saved
('Episode: 981', 'Total reward: 120.0', 'Training loss: 1.2429', 'Explore P: 0.1000')
('Episode: 982', 'Total reward: 240.0', 'Training loss: 0.3065', 'Explore P: 0.1000')
('Episode: 983', 'Total reward: 100.0', 'Training loss: 0.0012', 'Explore P: 0.1000')
('Episode: 984', 'Total reward: 200.0', 'Training loss: 1.5612', 'Explore P: 0.1000')
('Episode: 985', 'Total reward: 160.0', 'Training loss: 1.8514', 'Explore P: 0.1000')
Model Saved
('Episode: 986', 'Total reward: 240.0', 'Training loss: 0.0006', 'Explore P: 0.1000')
('Episode: 987', 'Total reward: 160.0', 'Training loss: 0.0013', 'Explore P: 0.1000')
('Episode: 988', 'Total reward: 240.0', 'Training loss: 1.8528', 'Explore P: 0.1000')
('Episode: 989', 'Total reward: 180.0', 'Training loss: 0.9333', 'Explore P: 0.1000')
('Episode: 990', 'Total reward: 260.0', 'Training loss: 0.0118', 'Explore P: 0.1000')
Model Saved
('Episode: 991', 'Total reward: 1300.0', 'Training loss: 0.9136', 'Explore P: 0.1000')
('Episode: 992', 'Total reward: 480.0', 'Training loss: 0.6103', 'Explore P: 0.1000')
('Episode: 993', 'Total reward: 300.0', 'Training loss: 2.7889', 'Explore P: 0.1000')
('Episode: 994', 'Total reward: 820.0', 'Training loss: 0.3055', 'Explore P: 0.1000')
('Episode: 995', 'Total reward: 160.0', 'Training loss: 0.3052', 'Explore P: 0.1000')
Model Saved
('Episode: 996', 'Total reward: 320.0', 'Training loss: 0.0157', 'Explore P: 0.1000')
('Episode: 997', 'Total reward: 160.0', 'Training loss: 1.2432', 'Explore P: 0.1000')
('Episode: 998', 'Total reward: 240.0', 'Training loss: 0.0475', 'Explore P: 0.1000')
('Episode: 999', 'Total reward: 280.0', 'Training loss: 0.0029', 'Explore P: 0.1000')
('Episode: 1000', 'Total reward: 140.0', 'Training loss: 1.2650', 'Explore P: 0.1000')
Model Saved
('Episode: 1001', 'Total reward: 300.0', 'Training loss: 0.3044', 'Explore P: 0.1000')
('Episode: 1002', 'Total reward: 240.0', 'Training loss: 0.0006', 'Explore P: 0.1000')
('Episode: 1003', 'Total reward: 320.0', 'Training loss: 5.4613', 'Explore P: 0.1000')
('Episode: 1004', 'Total reward: 180.0', 'Training loss: 0.3062', 'Explore P: 0.1000')
('Episode: 1005', 'Total reward: 240.0', 'Training loss: 1.2422', 'Explore P: 0.1000')
Model Saved
('Episode: 1006', 'Total reward: 200.0', 'Training loss: 0.6091', 'Explore P: 0.1000')
('Episode: 1007', 'Total reward: 200.0', 'Training loss: 2.1900', 'Explore P: 0.1000')
('Episode: 1008', 'Total reward: 180.0', 'Training loss: 0.9154', 'Explore P: 0.1000')
('Episode: 1009', 'Total reward: 180.0', 'Training loss: 1.5465', 'Explore P: 0.1000')
('Episode: 1010', 'Total reward: 260.0', 'Training loss: 5.4611', 'Explore P: 0.1000')
Model Saved
('Episode: 1011', 'Total reward: 140.0', 'Training loss: 0.3055', 'Explore P: 0.1000')
('Episode: 1012', 'Total reward: 380.0', 'Training loss: 0.3058', 'Explore P: 0.1000')
('Episode: 1013', 'Total reward: 560.0', 'Training loss: 0.0013', 'Explore P: 0.1000')
('Episode: 1014', 'Total reward: 220.0', 'Training loss: 0.3206', 'Explore P: 0.1000')
('Episode: 1015', 'Total reward: 200.0', 'Training loss: 0.3055', 'Explore P: 0.1000')
Model Saved
('Episode: 1016', 'Total reward: 120.0', 'Training loss: 0.3287', 'Explore P: 0.1000')
('Episode: 1017', 'Total reward: 160.0', 'Training loss: 0.3209', 'Explore P: 0.1000')
('Episode: 1018', 'Total reward: 240.0', 'Training loss: 0.6092', 'Explore P: 0.1000')
('Episode: 1019', 'Total reward: 200.0', 'Training loss: 1.2432', 'Explore P: 0.1000')
('Episode: 1020', 'Total reward: 420.0', 'Training loss: 0.3068', 'Explore P: 0.1000')
Model Saved
('Episode: 1021', 'Total reward: 380.0', 'Training loss: 0.3046', 'Explore P: 0.1000')
('Episode: 1022', 'Total reward: 240.0', 'Training loss: 0.3054', 'Explore P: 0.1000')
('Episode: 1023', 'Total reward: 160.0', 'Training loss: 0.3051', 'Explore P: 0.1000')
('Episode: 1024', 'Total reward: 140.0', 'Training loss: 0.6221', 'Explore P: 0.1000')
('Episode: 1025', 'Total reward: 180.0', 'Training loss: 1.2423', 'Explore P: 0.1000')
Model Saved
('Episode: 1026', 'Total reward: 40.0', 'Training loss: 0.0005', 'Explore P: 0.1000')
('Episode: 1027', 'Total reward: 420.0', 'Training loss: 0.3194', 'Explore P: 0.1000')
('Episode: 1028', 'Total reward: 200.0', 'Training loss: 0.6116', 'Explore P: 0.1000')
('Episode: 1029', 'Total reward: 140.0', 'Training loss: 1.5487', 'Explore P: 0.1000')
('Episode: 1030', 'Total reward: 340.0', 'Training loss: 2.8117', 'Explore P: 0.1000')
Model Saved
('Episode: 1031', 'Total reward: 180.0', 'Training loss: 0.0010', 'Explore P: 0.1000')
('Episode: 1032', 'Total reward: 160.0', 'Training loss: 0.3052', 'Explore P: 0.1000')
('Episode: 1033', 'Total reward: 160.0', 'Training loss: 1.5464', 'Explore P: 0.1000')
('Episode: 1034', 'Total reward: 140.0', 'Training loss: 0.3057', 'Explore P: 0.1000')
('Episode: 1035', 'Total reward: 200.0', 'Training loss: 1.8492', 'Explore P: 0.1000')
Model Saved
('Episode: 1036', 'Total reward: 140.0', 'Training loss: 0.0012', 'Explore P: 0.1000')
('Episode: 1037', 'Total reward: 360.0', 'Training loss: 0.0013', 'Explore P: 0.1000')
('Episode: 1038', 'Total reward: 160.0', 'Training loss: 0.3055', 'Explore P: 0.1000')
('Episode: 1039', 'Total reward: 220.0', 'Training loss: 1.2430', 'Explore P: 0.1000')
('Episode: 1040', 'Total reward: 140.0', 'Training loss: 1.8502', 'Explore P: 0.1000')
Model Saved
('Episode: 1041', 'Total reward: 100.0', 'Training loss: 0.3045', 'Explore P: 0.1000')
('Episode: 1042', 'Total reward: 100.0', 'Training loss: 0.3279', 'Explore P: 0.1000')
('Episode: 1043', 'Total reward: 180.0', 'Training loss: 0.6089', 'Explore P: 0.1000')
('Episode: 1044', 'Total reward: 300.0', 'Training loss: 0.3047', 'Explore P: 0.1000')
('Episode: 1045', 'Total reward: 220.0', 'Training loss: 0.3202', 'Explore P: 0.1000')
Model Saved
('Episode: 1046', 'Total reward: 180.0', 'Training loss: 0.3051', 'Explore P: 0.1000')
('Episode: 1047', 'Total reward: 120.0', 'Training loss: 0.3043', 'Explore P: 0.1000')
('Episode: 1048', 'Total reward: 320.0', 'Training loss: 0.3083', 'Explore P: 0.1000')
('Episode: 1049', 'Total reward: 160.0', 'Training loss: 1.2621', 'Explore P: 0.1000')
('Episode: 1050', 'Total reward: 160.0', 'Training loss: 0.0173', 'Explore P: 0.1000')
Model Saved
('Episode: 1051', 'Total reward: 180.0', 'Training loss: 0.3282', 'Explore P: 0.1000')
('Episode: 1052', 'Total reward: 180.0', 'Training loss: 0.3049', 'Explore P: 0.1000')
('Episode: 1053', 'Total reward: 480.0', 'Training loss: 1.2420', 'Explore P: 0.1000')
('Episode: 1054', 'Total reward: 220.0', 'Training loss: 0.3056', 'Explore P: 0.1000')
('Episode: 1055', 'Total reward: 140.0', 'Training loss: 0.3055', 'Explore P: 0.1000')
Model Saved
('Episode: 1056', 'Total reward: 240.0', 'Training loss: 1.8516', 'Explore P: 0.1000')
('Episode: 1057', 'Total reward: 180.0', 'Training loss: 0.9376', 'Explore P: 0.1000')
('Episode: 1058', 'Total reward: 960.0', 'Training loss: 1.5466', 'Explore P: 0.1000')
('Episode: 1059', 'Total reward: 420.0', 'Training loss: 0.3061', 'Explore P: 0.1000')
('Episode: 1060', 'Total reward: 180.0', 'Training loss: 0.3046', 'Explore P: 0.1000')
Model Saved
('Episode: 1061', 'Total reward: 580.0', 'Training loss: 0.3201', 'Explore P: 0.1000')
('Episode: 1062', 'Total reward: 60.0', 'Training loss: 0.3065', 'Explore P: 0.1000')
('Episode: 1063', 'Total reward: 240.0', 'Training loss: 1.8653', 'Explore P: 0.1000')
('Episode: 1064', 'Total reward: 300.0', 'Training loss: 0.6087', 'Explore P: 0.1000')
('Episode: 1065', 'Total reward: 160.0', 'Training loss: 2.7873', 'Explore P: 0.1000')
Model Saved
('Episode: 1066', 'Total reward: 180.0', 'Training loss: 2.1538', 'Explore P: 0.1000')
('Episode: 1067', 'Total reward: 180.0', 'Training loss: 0.6116', 'Explore P: 0.1000')
('Episode: 1068', 'Total reward: 140.0', 'Training loss: 0.3047', 'Explore P: 0.1000')
('Episode: 1069', 'Total reward: 160.0', 'Training loss: 0.3059', 'Explore P: 0.1000')
('Episode: 1070', 'Total reward: 320.0', 'Training loss: 0.3053', 'Explore P: 0.1000')
Model Saved
('Episode: 1071', 'Total reward: 180.0', 'Training loss: 0.6309', 'Explore P: 0.1000')
('Episode: 1072', 'Total reward: 120.0', 'Training loss: 0.0167', 'Explore P: 0.1000')
('Episode: 1073', 'Total reward: 1040.0', 'Training loss: 0.0012', 'Explore P: 0.1000')
('Episode: 1074', 'Total reward: 260.0', 'Training loss: 0.6279', 'Explore P: 0.1000')
('Episode: 1075', 'Total reward: 100.0', 'Training loss: 0.0265', 'Explore P: 0.1000')
Model Saved
('Episode: 1076', 'Total reward: 320.0', 'Training loss: 0.3305', 'Explore P: 0.1000')
('Episode: 1077', 'Total reward: 320.0', 'Training loss: 2.4858', 'Explore P: 0.1000')
('Episode: 1078', 'Total reward: 100.0', 'Training loss: 1.2432', 'Explore P: 0.1000')
('Episode: 1079', 'Total reward: 240.0', 'Training loss: 0.6098', 'Explore P: 0.1000')
('Episode: 1080', 'Total reward: 220.0', 'Training loss: 0.6078', 'Explore P: 0.1000')
Model Saved
('Episode: 1081', 'Total reward: 200.0', 'Training loss: 0.3059', 'Explore P: 0.1000')
('Episode: 1082', 'Total reward: 260.0', 'Training loss: 1.5475', 'Explore P: 0.1000')
('Episode: 1083', 'Total reward: 300.0', 'Training loss: 1.8517', 'Explore P: 0.1000')
('Episode: 1084', 'Total reward: 340.0', 'Training loss: 0.3211', 'Explore P: 0.1000')
('Episode: 1085', 'Total reward: 440.0', 'Training loss: 0.6107', 'Explore P: 0.1000')
Model Saved
('Episode: 1086', 'Total reward: 180.0', 'Training loss: 2.4851', 'Explore P: 0.1000')
('Episode: 1087', 'Total reward: 240.0', 'Training loss: 1.5479', 'Explore P: 0.1000')
('Episode: 1088', 'Total reward: 220.0', 'Training loss: 0.3218', 'Explore P: 0.1000')
('Episode: 1089', 'Total reward: 580.0', 'Training loss: 0.0010', 'Explore P: 0.1000')
('Episode: 1090', 'Total reward: 460.0', 'Training loss: 0.0020', 'Explore P: 0.1000')
Model Saved
('Episode: 1091', 'Total reward: 240.0', 'Training loss: 1.2670', 'Explore P: 0.1000')
('Episode: 1092', 'Total reward: 240.0', 'Training loss: 0.6106', 'Explore P: 0.1000')
('Episode: 1093', 'Total reward: 200.0', 'Training loss: 1.8509', 'Explore P: 0.1000')
('Episode: 1094', 'Total reward: 260.0', 'Training loss: 0.3063', 'Explore P: 0.1000')
('Episode: 1095', 'Total reward: 300.0', 'Training loss: 1.2421', 'Explore P: 0.1000')
Model Saved
('Episode: 1096', 'Total reward: 540.0', 'Training loss: 0.6098', 'Explore P: 0.1000')
('Episode: 1097', 'Total reward: 220.0', 'Training loss: 0.3064', 'Explore P: 0.1000')
('Episode: 1098', 'Total reward: 120.0', 'Training loss: 0.3059', 'Explore P: 0.1000')
('Episode: 1099', 'Total reward: 500.0', 'Training loss: 0.3056', 'Explore P: 0.1000')
('Episode: 1100', 'Total reward: 160.0', 'Training loss: 1.5497', 'Explore P: 0.1000')
Model Saved
('Episode: 1101', 'Total reward: 200.0', 'Training loss: 0.3052', 'Explore P: 0.1000')
('Episode: 1102', 'Total reward: 140.0', 'Training loss: 1.2416', 'Explore P: 0.1000')
('Episode: 1103', 'Total reward: 280.0', 'Training loss: 2.7872', 'Explore P: 0.1000')
('Episode: 1104', 'Total reward: 140.0', 'Training loss: 3.4176', 'Explore P: 0.1000')
('Episode: 1105', 'Total reward: 360.0', 'Training loss: 0.3050', 'Explore P: 0.1000')
Model Saved
('Episode: 1106', 'Total reward: 300.0', 'Training loss: 0.0014', 'Explore P: 0.1000')
('Episode: 1107', 'Total reward: 200.0', 'Training loss: 0.3057', 'Explore P: 0.1000')
('Episode: 1108', 'Total reward: 1120.0', 'Training loss: 3.0919', 'Explore P: 0.1000')
('Episode: 1109', 'Total reward: 220.0', 'Training loss: 2.7892', 'Explore P: 0.1000')
('Episode: 1110', 'Total reward: 140.0', 'Training loss: 0.6147', 'Explore P: 0.1000')
Model Saved
('Episode: 1111', 'Total reward: 80.0', 'Training loss: 0.6138', 'Explore P: 0.1000')
('Episode: 1112', 'Total reward: 400.0', 'Training loss: 1.5706', 'Explore P: 0.1000')
('Episode: 1113', 'Total reward: 120.0', 'Training loss: 0.6092', 'Explore P: 0.1000')
('Episode: 1114', 'Total reward: 100.0', 'Training loss: 1.2419', 'Explore P: 0.1000')
('Episode: 1115', 'Total reward: 140.0', 'Training loss: 1.5490', 'Explore P: 0.1000')
Model Saved
('Episode: 1116', 'Total reward: 180.0', 'Training loss: 2.1671', 'Explore P: 0.1000')
('Episode: 1117', 'Total reward: 320.0', 'Training loss: 0.6103', 'Explore P: 0.1000')
('Episode: 1118', 'Total reward: 540.0', 'Training loss: 2.7874', 'Explore P: 0.1000')
('Episode: 1119', 'Total reward: 340.0', 'Training loss: 0.6096', 'Explore P: 0.1000')
('Episode: 1120', 'Total reward: 140.0', 'Training loss: 1.2433', 'Explore P: 0.1000')
Model Saved
('Episode: 1121', 'Total reward: 220.0', 'Training loss: 1.5645', 'Explore P: 0.1000')
('Episode: 1122', 'Total reward: 200.0', 'Training loss: 0.3050', 'Explore P: 0.1000')
('Episode: 1123', 'Total reward: 300.0', 'Training loss: 0.3059', 'Explore P: 0.1000')
('Episode: 1124', 'Total reward: 180.0', 'Training loss: 0.0018', 'Explore P: 0.1000')
('Episode: 1125', 'Total reward: 500.0', 'Training loss: 1.5491', 'Explore P: 0.1000')
Model Saved
('Episode: 1126', 'Total reward: 240.0', 'Training loss: 0.6114', 'Explore P: 0.1000')
('Episode: 1127', 'Total reward: 640.0', 'Training loss: 0.3070', 'Explore P: 0.1000')
('Episode: 1128', 'Total reward: 480.0', 'Training loss: 1.5471', 'Explore P: 0.1000')
('Episode: 1129', 'Total reward: 180.0', 'Training loss: 1.2448', 'Explore P: 0.1000')
('Episode: 1130', 'Total reward: 60.0', 'Training loss: 0.3069', 'Explore P: 0.1000')
Model Saved
('Episode: 1131', 'Total reward: 520.0', 'Training loss: 0.6124', 'Explore P: 0.1000')
('Episode: 1132', 'Total reward: 500.0', 'Training loss: 1.2436', 'Explore P: 0.1000')
('Episode: 1133', 'Total reward: 120.0', 'Training loss: 0.3059', 'Explore P: 0.1000')
('Episode: 1134', 'Total reward: 60.0', 'Training loss: 2.4833', 'Explore P: 0.1000')
('Episode: 1135', 'Total reward: 120.0', 'Training loss: 0.0016', 'Explore P: 0.1000')
Model Saved
('Episode: 1136', 'Total reward: 200.0', 'Training loss: 1.5465', 'Explore P: 0.1000')
('Episode: 1137', 'Total reward: 140.0', 'Training loss: 3.0984', 'Explore P: 0.1000')
('Episode: 1138', 'Total reward: 100.0', 'Training loss: 0.6110', 'Explore P: 0.1000')
('Episode: 1139', 'Total reward: 440.0', 'Training loss: 1.5480', 'Explore P: 0.1000')
('Episode: 1140', 'Total reward: 240.0', 'Training loss: 0.3061', 'Explore P: 0.1000')
Model Saved
('Episode: 1141', 'Total reward: 220.0', 'Training loss: 2.4826', 'Explore P: 0.1000')
('Episode: 1142', 'Total reward: 200.0', 'Training loss: 2.4830', 'Explore P: 0.1000')
('Episode: 1143', 'Total reward: 220.0', 'Training loss: 0.0011', 'Explore P: 0.1000')
('Episode: 1144', 'Total reward: 100.0', 'Training loss: 1.2437', 'Explore P: 0.1000')
('Episode: 1145', 'Total reward: 340.0', 'Training loss: 0.6275', 'Explore P: 0.1000')
Model Saved
('Episode: 1146', 'Total reward: 260.0', 'Training loss: 0.3047', 'Explore P: 0.1000')
('Episode: 1147', 'Total reward: 240.0', 'Training loss: 0.6094', 'Explore P: 0.1000')
('Episode: 1148', 'Total reward: 280.0', 'Training loss: 0.6117', 'Explore P: 0.1000')
('Episode: 1149', 'Total reward: 100.0', 'Training loss: 1.5555', 'Explore P: 0.1000')
('Episode: 1150', 'Total reward: 200.0', 'Training loss: 0.3056', 'Explore P: 0.1000')
Model Saved
('Episode: 1151', 'Total reward: 300.0', 'Training loss: 0.3187', 'Explore P: 0.1000')
('Episode: 1152', 'Total reward: 200.0', 'Training loss: 0.3060', 'Explore P: 0.1000')
('Episode: 1153', 'Total reward: 1200.0', 'Training loss: 1.2428', 'Explore P: 0.1000')
('Episode: 1154', 'Total reward: 180.0', 'Training loss: 0.0016', 'Explore P: 0.1000')
('Episode: 1155', 'Total reward: 420.0', 'Training loss: 0.0011', 'Explore P: 0.1000')
Model Saved
('Episode: 1156', 'Total reward: 40.0', 'Training loss: 2.4875', 'Explore P: 0.1000')
('Episode: 1157', 'Total reward: 320.0', 'Training loss: 1.5464', 'Explore P: 0.1000')
('Episode: 1158', 'Total reward: 220.0', 'Training loss: 1.2191', 'Explore P: 0.1000')
('Episode: 1159', 'Total reward: 520.0', 'Training loss: 0.0012', 'Explore P: 0.1000')
('Episode: 1160', 'Total reward: 220.0', 'Training loss: 1.5469', 'Explore P: 0.1000')
Model Saved
('Episode: 1161', 'Total reward: 120.0', 'Training loss: 0.3047', 'Explore P: 0.1000')
('Episode: 1162', 'Total reward: 380.0', 'Training loss: 0.0007', 'Explore P: 0.1000')
('Episode: 1163', 'Total reward: 180.0', 'Training loss: 1.5474', 'Explore P: 0.1000')
('Episode: 1164', 'Total reward: 120.0', 'Training loss: 1.8523', 'Explore P: 0.1000')
('Episode: 1165', 'Total reward: 260.0', 'Training loss: 0.3062', 'Explore P: 0.1000')
Model Saved
('Episode: 1166', 'Total reward: 260.0', 'Training loss: 0.3062', 'Explore P: 0.1000')
('Episode: 1167', 'Total reward: 780.0', 'Training loss: 0.0264', 'Explore P: 0.1000')
('Episode: 1168', 'Total reward: 200.0', 'Training loss: 1.2441', 'Explore P: 0.1000')
('Episode: 1169', 'Total reward: 240.0', 'Training loss: 0.3051', 'Explore P: 0.1000')
('Episode: 1170', 'Total reward: 520.0', 'Training loss: 0.3184', 'Explore P: 0.1000')
Model Saved
('Episode: 1171', 'Total reward: 160.0', 'Training loss: 0.0154', 'Explore P: 0.1000')
('Episode: 1172', 'Total reward: 300.0', 'Training loss: 0.0211', 'Explore P: 0.1000')
('Episode: 1173', 'Total reward: 740.0', 'Training loss: 0.0009', 'Explore P: 0.1000')
('Episode: 1174', 'Total reward: 260.0', 'Training loss: 1.5701', 'Explore P: 0.1000')
('Episode: 1175', 'Total reward: 120.0', 'Training loss: 0.0003', 'Explore P: 0.1000')
Model Saved
('Episode: 1176', 'Total reward: 220.0', 'Training loss: 0.3057', 'Explore P: 0.1000')
('Episode: 1177', 'Total reward: 160.0', 'Training loss: 0.0166', 'Explore P: 0.1000')
('Episode: 1178', 'Total reward: 480.0', 'Training loss: 2.7882', 'Explore P: 0.1000')
('Episode: 1179', 'Total reward: 200.0', 'Training loss: 0.0011', 'Explore P: 0.1000')
('Episode: 1180', 'Total reward: 200.0', 'Training loss: 0.0016', 'Explore P: 0.1000')
Model Saved
('Episode: 1181', 'Total reward: 220.0', 'Training loss: 0.0023', 'Explore P: 0.1000')
('Episode: 1182', 'Total reward: 480.0', 'Training loss: 0.0007', 'Explore P: 0.1000')
('Episode: 1183', 'Total reward: 160.0', 'Training loss: 1.2426', 'Explore P: 0.1000')
('Episode: 1184', 'Total reward: 300.0', 'Training loss: 0.9153', 'Explore P: 0.1000')
('Episode: 1185', 'Total reward: 60.0', 'Training loss: 0.0014', 'Explore P: 0.1000')
Model Saved
('Episode: 1186', 'Total reward: 180.0', 'Training loss: 2.4851', 'Explore P: 0.1000')
