
WARNING: The TensorFlow contrib module will not be included in TensorFlow 2.0.
For more information, please see:
  * https://github.com/tensorflow/community/blob/master/rfcs/20180907-contrib-sunset.md
  * https://github.com/tensorflow/addons
If you depend on functionality not listed there, please file an issue.

WARNING:tensorflow:From ./deepQ.py:367: conv2d (from tensorflow.python.layers.convolutional) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.conv2d instead.
WARNING:tensorflow:From /home/james/.local/lib/python2.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From ./deepQ.py:372: batch_normalization (from tensorflow.python.layers.normalization) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.batch_normalization instead.
WARNING:tensorflow:From ./deepQ.py:424: flatten (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.flatten instead.
WARNING:tensorflow:From ./deepQ.py:432: dense (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.dense instead.
WARNING:tensorflow:From /home/james/.local/lib/python2.7/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
Memory Ready
Training Started
2019-03-21 16:56:05.197252: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 3401000000 Hz
2019-03-21 16:56:05.255695: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x7fffed69aa30 executing computations on platform Host. Devices:
2019-03-21 16:56:05.255763: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
('Episode: 0', 'Total reward: 800.0', 'Training loss: 57.1794', 'Explore P: 0.9911')
('Episode: 250', 'Total reward: 140.0', 'Training loss: 30.2044', 'Explore P: 0.1524')
Model Saved
('Episode: 251', 'Total reward: 1720.0', 'Training loss: 301.0477', 'Explore P: 0.1515')
('Episode: 252', 'Total reward: 1510.0', 'Training loss: 55.9853', 'Explore P: 0.1510')
('Episode: 253', 'Total reward: 460.0', 'Training loss: 68.2618', 'Explore P: 0.1505')
('Episode: 254', 'Total reward: 1250.0', 'Training loss: 44.7277', 'Explore P: 0.1498')
('Episode: 255', 'Total reward: 3140.0', 'Training loss: 36.5838', 'Explore P: 0.1491')
Model Saved
('Episode: 256', 'Total reward: 620.0', 'Training loss: 43.7704', 'Explore P: 0.1486')
('Episode: 257', 'Total reward: 720.0', 'Training loss: 39.9158', 'Explore P: 0.1481')
('Episode: 258', 'Total reward: 2400.0', 'Training loss: 29.4405', 'Explore P: 0.1472')
('Episode: 259', 'Total reward: 480.0', 'Training loss: 47.2492', 'Explore P: 0.1468')
('Episode: 260', 'Total reward: 1730.0', 'Training loss: 124.0755', 'Explore P: 0.1463')
Model Saved
('Episode: 261', 'Total reward: 1250.0', 'Training loss: 22.8723', 'Explore P: 0.1458')
('Episode: 262', 'Total reward: 620.0', 'Training loss: 81.4558', 'Explore P: 0.1452')
('Episode: 263', 'Total reward: 480.0', 'Training loss: 44.5221', 'Explore P: 0.1447')
('Episode: 264', 'Total reward: 1020.0', 'Training loss: 50.3898', 'Explore P: 0.1441')
('Episode: 265', 'Total reward: 2510.0', 'Training loss: 44.3619', 'Explore P: 0.1436')
Model Saved
('Episode: 266', 'Total reward: 860.0', 'Training loss: 120.1278', 'Explore P: 0.1431')
('Episode: 267', 'Total reward: 300.0', 'Training loss: 78.6517', 'Explore P: 0.1428')
('Episode: 268', 'Total reward: 580.0', 'Training loss: 39.3084', 'Explore P: 0.1422')
('Episode: 269', 'Total reward: 440.0', 'Training loss: 96.8793', 'Explore P: 0.1419')
('Episode: 270', 'Total reward: 400.0', 'Training loss: 22.6521', 'Explore P: 0.1417')
Model Saved
('Episode: 271', 'Total reward: 2310.0', 'Training loss: 24.4173', 'Explore P: 0.1412')
('Episode: 272', 'Total reward: 320.0', 'Training loss: 17.4810', 'Explore P: 0.1409')
('Episode: 273', 'Total reward: 1650.0', 'Training loss: 98.6420', 'Explore P: 0.1404')
('Episode: 274', 'Total reward: 560.0', 'Training loss: 36.3216', 'Explore P: 0.1400')
('Episode: 275', 'Total reward: 850.0', 'Training loss: 64.0849', 'Explore P: 0.1395')
Model Saved
('Episode: 276', 'Total reward: 660.0', 'Training loss: 42.7620', 'Explore P: 0.1392')
('Episode: 277', 'Total reward: 540.0', 'Training loss: 21.5159', 'Explore P: 0.1388')
('Episode: 278', 'Total reward: 880.0', 'Training loss: 25.6765', 'Explore P: 0.1384')
('Episode: 279', 'Total reward: 520.0', 'Training loss: 33.9809', 'Explore P: 0.1381')
('Episode: 280', 'Total reward: 2140.0', 'Training loss: 39.3070', 'Explore P: 0.1375')
Model Saved
('Episode: 281', 'Total reward: 1710.0', 'Training loss: 84.3011', 'Explore P: 0.1370')
('Episode: 282', 'Total reward: 480.0', 'Training loss: 27.1413', 'Explore P: 0.1365')
('Episode: 283', 'Total reward: 480.0', 'Training loss: 27.2885', 'Explore P: 0.1362')
('Episode: 284', 'Total reward: 2970.0', 'Training loss: 67.1433', 'Explore P: 0.1357')
('Episode: 285', 'Total reward: 400.0', 'Training loss: 19.6782', 'Explore P: 0.1354')
Model Saved
('Episode: 286', 'Total reward: 2290.0', 'Training loss: 96.8969', 'Explore P: 0.1350')
('Episode: 287', 'Total reward: 640.0', 'Training loss: 68.9581', 'Explore P: 0.1347')
('Episode: 288', 'Total reward: 1180.0', 'Training loss: 47.8892', 'Explore P: 0.1343')
('Episode: 289', 'Total reward: 600.0', 'Training loss: 82.3170', 'Explore P: 0.1338')
('Episode: 290', 'Total reward: 380.0', 'Training loss: 20.5839', 'Explore P: 0.1336')
Model Saved
('Episode: 291', 'Total reward: 1650.0', 'Training loss: 54.6097', 'Explore P: 0.1332')
('Episode: 292', 'Total reward: 600.0', 'Training loss: 34.8745', 'Explore P: 0.1329')
('Episode: 293', 'Total reward: 520.0', 'Training loss: 22.9049', 'Explore P: 0.1327')
('Episode: 294', 'Total reward: 340.0', 'Training loss: 208.6585', 'Explore P: 0.1324')
('Episode: 295', 'Total reward: 1990.0', 'Training loss: 372.1298', 'Explore P: 0.1321')
Model Saved
('Episode: 296', 'Total reward: 500.0', 'Training loss: 25.2646', 'Explore P: 0.1317')
('Episode: 297', 'Total reward: 500.0', 'Training loss: 23.1060', 'Explore P: 0.1315')
('Episode: 298', 'Total reward: 1390.0', 'Training loss: 59.7656', 'Explore P: 0.1310')
('Episode: 299', 'Total reward: 1220.0', 'Training loss: 38.3505', 'Explore P: 0.1307')
('Episode: 300', 'Total reward: 500.0', 'Training loss: 66.6364', 'Explore P: 0.1304')
Model Saved
('Episode: 301', 'Total reward: 2320.0', 'Training loss: 32.9540', 'Explore P: 0.1301')
('Episode: 302', 'Total reward: 440.0', 'Training loss: 60.3713', 'Explore P: 0.1298')
('Episode: 303', 'Total reward: 340.0', 'Training loss: 42.2233', 'Explore P: 0.1296')
('Episode: 304', 'Total reward: 260.0', 'Training loss: 37.8587', 'Explore P: 0.1294')
('Episode: 305', 'Total reward: 2310.0', 'Training loss: 74.6444', 'Explore P: 0.1290')
Model Saved
('Episode: 306', 'Total reward: 560.0', 'Training loss: 95.1336', 'Explore P: 0.1288')
('Episode: 307', 'Total reward: 660.0', 'Training loss: 89.3412', 'Explore P: 0.1285')
('Episode: 308', 'Total reward: 460.0', 'Training loss: 29.3706', 'Explore P: 0.1283')
('Episode: 309', 'Total reward: 680.0', 'Training loss: 33.7351', 'Explore P: 0.1280')
('Episode: 310', 'Total reward: 440.0', 'Training loss: 23.2999', 'Explore P: 0.1278')
Model Saved
('Episode: 311', 'Total reward: 1950.0', 'Training loss: 34.9657', 'Explore P: 0.1275')
('Episode: 312', 'Total reward: 600.0', 'Training loss: 63.1613', 'Explore P: 0.1272')
('Episode: 313', 'Total reward: 540.0', 'Training loss: 33.0879', 'Explore P: 0.1269')
('Episode: 314', 'Total reward: 740.0', 'Training loss: 31.6771', 'Explore P: 0.1266')
('Episode: 315', 'Total reward: 2610.0', 'Training loss: 92.4704', 'Explore P: 0.1262')
Model Saved
('Episode: 316', 'Total reward: 1990.0', 'Training loss: 49.5734', 'Explore P: 0.1259')
('Episode: 317', 'Total reward: 2390.0', 'Training loss: 41.2184', 'Explore P: 0.1256')
('Episode: 318', 'Total reward: 440.0', 'Training loss: 53.8273', 'Explore P: 0.1254')
('Episode: 319', 'Total reward: 460.0', 'Training loss: 33.9397', 'Explore P: 0.1252')
('Episode: 320', 'Total reward: 2480.0', 'Training loss: 42.6284', 'Explore P: 0.1249')
Model Saved
('Episode: 321', 'Total reward: 1050.0', 'Training loss: 61.3833', 'Explore P: 0.1247')
('Episode: 322', 'Total reward: 380.0', 'Training loss: 45.6397', 'Explore P: 0.1244')
('Episode: 323', 'Total reward: 560.0', 'Training loss: 27.1882', 'Explore P: 0.1242')
('Episode: 324', 'Total reward: 540.0', 'Training loss: 23.0813', 'Explore P: 0.1240')
('Episode: 325', 'Total reward: 580.0', 'Training loss: 59.4567', 'Explore P: 0.1237')
Model Saved
('Episode: 326', 'Total reward: 990.0', 'Training loss: 46.1041', 'Explore P: 0.1235')
('Episode: 327', 'Total reward: 460.0', 'Training loss: 44.4995', 'Explore P: 0.1233')
('Episode: 328', 'Total reward: 2160.0', 'Training loss: 754.2623', 'Explore P: 0.1230')
('Episode: 329', 'Total reward: 1490.0', 'Training loss: 36.6734', 'Explore P: 0.1227')
('Episode: 330', 'Total reward: 260.0', 'Training loss: 223.7724', 'Explore P: 0.1225')
Model Saved
('Episode: 331', 'Total reward: 1860.0', 'Training loss: 39.3294', 'Explore P: 0.1223')
('Episode: 332', 'Total reward: 700.0', 'Training loss: 70.2190', 'Explore P: 0.1221')
('Episode: 333', 'Total reward: 2000.0', 'Training loss: 99.1509', 'Explore P: 0.1218')
('Episode: 334', 'Total reward: 1830.0', 'Training loss: 95.0624', 'Explore P: 0.1215')
('Episode: 335', 'Total reward: 440.0', 'Training loss: 138.1431', 'Explore P: 0.1214')
Model Saved
('Episode: 336', 'Total reward: 2170.0', 'Training loss: 91.9374', 'Explore P: 0.1212')
('Episode: 337', 'Total reward: 600.0', 'Training loss: 54.8365', 'Explore P: 0.1210')
('Episode: 338', 'Total reward: 2480.0', 'Training loss: 37.2995', 'Explore P: 0.1207')
('Episode: 339', 'Total reward: 440.0', 'Training loss: 30.6078', 'Explore P: 0.1205')
('Episode: 340', 'Total reward: 2040.0', 'Training loss: 75.0133', 'Explore P: 0.1203')
Model Saved
('Episode: 341', 'Total reward: 2680.0', 'Training loss: 109.4331', 'Explore P: 0.1201')
('Episode: 342', 'Total reward: 540.0', 'Training loss: 36.6998', 'Explore P: 0.1198')
('Episode: 343', 'Total reward: 780.0', 'Training loss: 32.7290', 'Explore P: 0.1196')
('Episode: 344', 'Total reward: 340.0', 'Training loss: 35.6595', 'Explore P: 0.1194')
('Episode: 345', 'Total reward: 520.0', 'Training loss: 67.0641', 'Explore P: 0.1193')
Model Saved
('Episode: 346', 'Total reward: 1690.0', 'Training loss: 25.8264', 'Explore P: 0.1191')
('Episode: 347', 'Total reward: 360.0', 'Training loss: 41.8850', 'Explore P: 0.1190')
('Episode: 348', 'Total reward: 400.0', 'Training loss: 33.5892', 'Explore P: 0.1188')
('Episode: 349', 'Total reward: 2020.0', 'Training loss: 38.0040', 'Explore P: 0.1185')
('Episode: 350', 'Total reward: 3860.0', 'Training loss: 55.0705', 'Explore P: 0.1183')
Model Saved
('Episode: 351', 'Total reward: 1860.0', 'Training loss: 44.9359', 'Explore P: 0.1181')
('Episode: 352', 'Total reward: 260.0', 'Training loss: 56.0764', 'Explore P: 0.1180')
('Episode: 353', 'Total reward: 1770.0', 'Training loss: 106.6964', 'Explore P: 0.1177')
('Episode: 354', 'Total reward: 680.0', 'Training loss: 69.3064', 'Explore P: 0.1176')
('Episode: 355', 'Total reward: 540.0', 'Training loss: 68.2153', 'Explore P: 0.1175')
Model Saved
('Episode: 356', 'Total reward: 2630.0', 'Training loss: 57.4378', 'Explore P: 0.1172')
('Episode: 357', 'Total reward: 1880.0', 'Training loss: 40.9071', 'Explore P: 0.1170')
('Episode: 358', 'Total reward: 990.0', 'Training loss: 89.2176', 'Explore P: 0.1168')
('Episode: 359', 'Total reward: 3110.0', 'Training loss: 49.3577', 'Explore P: 0.1167')
('Episode: 360', 'Total reward: 2060.0', 'Training loss: 87.8215', 'Explore P: 0.1165')
Model Saved
('Episode: 361', 'Total reward: 2050.0', 'Training loss: 47.6974', 'Explore P: 0.1163')
('Episode: 362', 'Total reward: 340.0', 'Training loss: 72.3793', 'Explore P: 0.1162')
('Episode: 363', 'Total reward: 220.0', 'Training loss: 41.1066', 'Explore P: 0.1161')
('Episode: 364', 'Total reward: 440.0', 'Training loss: 88.8843', 'Explore P: 0.1160')
('Episode: 365', 'Total reward: 1190.0', 'Training loss: 56.2872', 'Explore P: 0.1158')
Model Saved
('Episode: 366', 'Total reward: 990.0', 'Training loss: 48.4630', 'Explore P: 0.1156')
('Episode: 367', 'Total reward: 1880.0', 'Training loss: 94.6736', 'Explore P: 0.1154')
('Episode: 368', 'Total reward: 360.0', 'Training loss: 36.8543', 'Explore P: 0.1153')
('Episode: 369', 'Total reward: 1070.0', 'Training loss: 40.2336', 'Explore P: 0.1151')
('Episode: 370', 'Total reward: 1440.0', 'Training loss: 83.8402', 'Explore P: 0.1150')
Model Saved
('Episode: 371', 'Total reward: 1810.0', 'Training loss: 180.2788', 'Explore P: 0.1148')
('Episode: 372', 'Total reward: 3260.0', 'Training loss: 182.4481', 'Explore P: 0.1146')
('Episode: 373', 'Total reward: 1720.0', 'Training loss: 58.9253', 'Explore P: 0.1144')
('Episode: 374', 'Total reward: 1900.0', 'Training loss: 145.8995', 'Explore P: 0.1142')
('Episode: 375', 'Total reward: 1910.0', 'Training loss: 153.3296', 'Explore P: 0.1141')
Model Saved
('Episode: 376', 'Total reward: 620.0', 'Training loss: 80.8552', 'Explore P: 0.1139')
('Episode: 377', 'Total reward: 500.0', 'Training loss: 27.2007', 'Explore P: 0.1138')
('Episode: 378', 'Total reward: 1610.0', 'Training loss: 62.7851', 'Explore P: 0.1137')
('Episode: 379', 'Total reward: 580.0', 'Training loss: 41.9598', 'Explore P: 0.1136')
('Episode: 380', 'Total reward: 1400.0', 'Training loss: 133.9148', 'Explore P: 0.1135')
Model Saved
('Episode: 381', 'Total reward: 2090.0', 'Training loss: 91.9465', 'Explore P: 0.1133')
('Episode: 382', 'Total reward: 1660.0', 'Training loss: 79.0100', 'Explore P: 0.1131')
('Episode: 383', 'Total reward: 2470.0', 'Training loss: 40.2482', 'Explore P: 0.1129')
('Episode: 384', 'Total reward: 500.0', 'Training loss: 37.3192', 'Explore P: 0.1128')
('Episode: 385', 'Total reward: 990.0', 'Training loss: 43.2806', 'Explore P: 0.1127')
Model Saved
('Episode: 386', 'Total reward: 440.0', 'Training loss: 28.7830', 'Explore P: 0.1126')
('Episode: 387', 'Total reward: 500.0', 'Training loss: 26.3540', 'Explore P: 0.1125')
('Episode: 388', 'Total reward: 320.0', 'Training loss: 40.7728', 'Explore P: 0.1124')
('Episode: 389', 'Total reward: 1200.0', 'Training loss: 28.8186', 'Explore P: 0.1123')
('Episode: 390', 'Total reward: 1910.0', 'Training loss: 43.7163', 'Explore P: 0.1122')
Model Saved
('Episode: 391', 'Total reward: 1210.0', 'Training loss: 39.3013', 'Explore P: 0.1120')
('Episode: 392', 'Total reward: 380.0', 'Training loss: 19.8809', 'Explore P: 0.1119')
('Episode: 393', 'Total reward: 1040.0', 'Training loss: 37.3027', 'Explore P: 0.1118')
('Episode: 394', 'Total reward: 480.0', 'Training loss: 85.7181', 'Explore P: 0.1117')
('Episode: 395', 'Total reward: 1890.0', 'Training loss: 27.4698', 'Explore P: 0.1116')
Model Saved
('Episode: 396', 'Total reward: 380.0', 'Training loss: 64.4218', 'Explore P: 0.1115')
('Episode: 397', 'Total reward: 380.0', 'Training loss: 36.0052', 'Explore P: 0.1114')
('Episode: 398', 'Total reward: 1920.0', 'Training loss: 21.3361', 'Explore P: 0.1113')
('Episode: 399', 'Total reward: 910.0', 'Training loss: 25.6506', 'Explore P: 0.1111')
('Episode: 400', 'Total reward: 560.0', 'Training loss: 31.8997', 'Explore P: 0.1110')
Model Saved
('Episode: 401', 'Total reward: 1870.0', 'Training loss: 22.3532', 'Explore P: 0.1109')
('Episode: 402', 'Total reward: 2360.0', 'Training loss: 73.3679', 'Explore P: 0.1108')
('Episode: 403', 'Total reward: 400.0', 'Training loss: 65.1719', 'Explore P: 0.1107')
('Episode: 404', 'Total reward: 1370.0', 'Training loss: 74.5135', 'Explore P: 0.1106')
('Episode: 405', 'Total reward: 1110.0', 'Training loss: 47.7593', 'Explore P: 0.1105')
Model Saved
('Episode: 406', 'Total reward: 320.0', 'Training loss: 29.8227', 'Explore P: 0.1104')
('Episode: 407', 'Total reward: 600.0', 'Training loss: 54.2463', 'Explore P: 0.1103')
('Episode: 408', 'Total reward: 2100.0', 'Training loss: 72.0341', 'Explore P: 0.1102')
('Episode: 409', 'Total reward: 1460.0', 'Training loss: 22.0825', 'Explore P: 0.1101')
('Episode: 410', 'Total reward: 1950.0', 'Training loss: 1099.1178', 'Explore P: 0.1100')
Model Saved
('Episode: 411', 'Total reward: 440.0', 'Training loss: 38.8254', 'Explore P: 0.1099')
('Episode: 412', 'Total reward: 540.0', 'Training loss: 63.3033', 'Explore P: 0.1098')
('Episode: 413', 'Total reward: 660.0', 'Training loss: 40.5501', 'Explore P: 0.1097')
('Episode: 414', 'Total reward: 4640.0', 'Training loss: 52.2196', 'Explore P: 0.1096')
('Episode: 415', 'Total reward: 540.0', 'Training loss: 189.6857', 'Explore P: 0.1095')
Model Saved
('Episode: 416', 'Total reward: 1640.0', 'Training loss: 46.3848', 'Explore P: 0.1094')
('Episode: 417', 'Total reward: 600.0', 'Training loss: 259.7896', 'Explore P: 0.1093')
('Episode: 418', 'Total reward: 1600.0', 'Training loss: 98.0417', 'Explore P: 0.1092')
('Episode: 419', 'Total reward: 990.0', 'Training loss: 128.0298', 'Explore P: 0.1091')
('Episode: 420', 'Total reward: 1390.0', 'Training loss: 125.7951', 'Explore P: 0.1090')
Model Saved
('Episode: 421', 'Total reward: 580.0', 'Training loss: 251.8947', 'Explore P: 0.1089')
('Episode: 422', 'Total reward: 980.0', 'Training loss: 127.2479', 'Explore P: 0.1088')
('Episode: 423', 'Total reward: 1680.0', 'Training loss: 73.5287', 'Explore P: 0.1088')
('Episode: 424', 'Total reward: 520.0', 'Training loss: 72.6825', 'Explore P: 0.1087')
('Episode: 425', 'Total reward: 3040.0', 'Training loss: 38.5282', 'Explore P: 0.1086')
Model Saved
('Episode: 426', 'Total reward: 440.0', 'Training loss: 83.0290', 'Explore P: 0.1085')
('Episode: 427', 'Total reward: 1680.0', 'Training loss: 97.8742', 'Explore P: 0.1084')
('Episode: 428', 'Total reward: 3370.0', 'Training loss: 916.1041', 'Explore P: 0.1083')
('Episode: 429', 'Total reward: 1680.0', 'Training loss: 618.0604', 'Explore P: 0.1082')
('Episode: 430', 'Total reward: 280.0', 'Training loss: 84.4577', 'Explore P: 0.1081')
Model Saved
('Episode: 431', 'Total reward: 1890.0', 'Training loss: 131.3922', 'Explore P: 0.1080')
('Episode: 432', 'Total reward: 420.0', 'Training loss: 37.5459', 'Explore P: 0.1080')
('Episode: 433', 'Total reward: 840.0', 'Training loss: 25.9588', 'Explore P: 0.1079')
('Episode: 434', 'Total reward: 1390.0', 'Training loss: 59.8336', 'Explore P: 0.1078')
('Episode: 435', 'Total reward: 500.0', 'Training loss: 38.2385', 'Explore P: 0.1077')
Model Saved
('Episode: 436', 'Total reward: 580.0', 'Training loss: 51.9805', 'Explore P: 0.1076')
('Episode: 437', 'Total reward: 2700.0', 'Training loss: 87.4482', 'Explore P: 0.1075')
('Episode: 438', 'Total reward: 460.0', 'Training loss: 85.0004', 'Explore P: 0.1075')
('Episode: 439', 'Total reward: 480.0', 'Training loss: 40.0229', 'Explore P: 0.1074')
('Episode: 440', 'Total reward: 260.0', 'Training loss: 53.9569', 'Explore P: 0.1074')
Model Saved
('Episode: 441', 'Total reward: 1320.0', 'Training loss: 39.5719', 'Explore P: 0.1073')
('Episode: 442', 'Total reward: 2510.0', 'Training loss: 74.2706', 'Explore P: 0.1072')
('Episode: 443', 'Total reward: 990.0', 'Training loss: 67.3453', 'Explore P: 0.1072')
('Episode: 444', 'Total reward: 520.0', 'Training loss: 41.9975', 'Explore P: 0.1071')
('Episode: 445', 'Total reward: 480.0', 'Training loss: 31.9027', 'Explore P: 0.1071')
Model Saved
('Episode: 446', 'Total reward: 520.0', 'Training loss: 64.6665', 'Explore P: 0.1070')
('Episode: 447', 'Total reward: 560.0', 'Training loss: 91.1781', 'Explore P: 0.1069')
('Episode: 448', 'Total reward: 3100.0', 'Training loss: 87.0702', 'Explore P: 0.1068')
('Episode: 449', 'Total reward: 1700.0', 'Training loss: 116.8910', 'Explore P: 0.1067')
('Episode: 450', 'Total reward: 480.0', 'Training loss: 43.0620', 'Explore P: 0.1067')
Model Saved
('Episode: 451', 'Total reward: 540.0', 'Training loss: 85.8822', 'Explore P: 0.1066')
('Episode: 452', 'Total reward: 580.0', 'Training loss: 105.5605', 'Explore P: 0.1065')
('Episode: 453', 'Total reward: 1020.0', 'Training loss: 80.9859', 'Explore P: 0.1064')
('Episode: 454', 'Total reward: 1230.0', 'Training loss: 21.1860', 'Explore P: 0.1063')
('Episode: 455', 'Total reward: 1000.0', 'Training loss: 32.7310', 'Explore P: 0.1063')
Model Saved
('Episode: 456', 'Total reward: 1620.0', 'Training loss: 46.6281', 'Explore P: 0.1062')
('Episode: 457', 'Total reward: 420.0', 'Training loss: 19.3610', 'Explore P: 0.1061')
('Episode: 458', 'Total reward: 1770.0', 'Training loss: 17.3737', 'Explore P: 0.1060')
('Episode: 459', 'Total reward: 2060.0', 'Training loss: 71.4523', 'Explore P: 0.1060')
('Episode: 460', 'Total reward: 2230.0', 'Training loss: 27.9034', 'Explore P: 0.1059')
Model Saved
('Episode: 461', 'Total reward: 660.0', 'Training loss: 42.1404', 'Explore P: 0.1058')
('Episode: 462', 'Total reward: 730.0', 'Training loss: 82.2525', 'Explore P: 0.1058')
('Episode: 463', 'Total reward: 1080.0', 'Training loss: 48.6825', 'Explore P: 0.1057')
('Episode: 464', 'Total reward: 1060.0', 'Training loss: 206.0007', 'Explore P: 0.1057')
('Episode: 465', 'Total reward: 1940.0', 'Training loss: 37.4491', 'Explore P: 0.1056')
Model Saved
('Episode: 466', 'Total reward: 2250.0', 'Training loss: 64.0379', 'Explore P: 0.1055')
('Episode: 467', 'Total reward: 2410.0', 'Training loss: 46.6309', 'Explore P: 0.1055')
('Episode: 468', 'Total reward: 220.0', 'Training loss: 212.0750', 'Explore P: 0.1054')
('Episode: 469', 'Total reward: 1170.0', 'Training loss: 35.7575', 'Explore P: 0.1054')
('Episode: 470', 'Total reward: 3200.0', 'Training loss: 68.4571', 'Explore P: 0.1053')
Model Saved
('Episode: 471', 'Total reward: 620.0', 'Training loss: 58.5802', 'Explore P: 0.1053')
('Episode: 472', 'Total reward: 1500.0', 'Training loss: 49.5693', 'Explore P: 0.1052')
('Episode: 473', 'Total reward: 380.0', 'Training loss: 184.5879', 'Explore P: 0.1052')
('Episode: 474', 'Total reward: 400.0', 'Training loss: 40.3326', 'Explore P: 0.1051')
('Episode: 475', 'Total reward: 560.0', 'Training loss: 34.8159', 'Explore P: 0.1051')
Model Saved
('Episode: 476', 'Total reward: 2550.0', 'Training loss: 44.0321', 'Explore P: 0.1050')
('Episode: 477', 'Total reward: 480.0', 'Training loss: 44.7800', 'Explore P: 0.1049')
('Episode: 478', 'Total reward: 2370.0', 'Training loss: 71.6712', 'Explore P: 0.1049')
('Episode: 479', 'Total reward: 1710.0', 'Training loss: 82.5968', 'Explore P: 0.1048')
('Episode: 480', 'Total reward: 1070.0', 'Training loss: 63.2852', 'Explore P: 0.1048')
Model Saved
('Episode: 481', 'Total reward: 560.0', 'Training loss: 35.0338', 'Explore P: 0.1048')
('Episode: 482', 'Total reward: 1480.0', 'Training loss: 101.5217', 'Explore P: 0.1047')
('Episode: 483', 'Total reward: 420.0', 'Training loss: 48.4187', 'Explore P: 0.1046')
('Episode: 484', 'Total reward: 1700.0', 'Training loss: 117.7693', 'Explore P: 0.1046')
('Episode: 485', 'Total reward: 2090.0', 'Training loss: 34.0266', 'Explore P: 0.1045')
Model Saved
('Episode: 486', 'Total reward: 1740.0', 'Training loss: 35.5718', 'Explore P: 0.1045')
('Episode: 487', 'Total reward: 1480.0', 'Training loss: 100.5614', 'Explore P: 0.1044')
('Episode: 488', 'Total reward: 680.0', 'Training loss: 46.2840', 'Explore P: 0.1044')
('Episode: 489', 'Total reward: 620.0', 'Training loss: 78.0481', 'Explore P: 0.1043')
('Episode: 490', 'Total reward: 3990.0', 'Training loss: 61.9185', 'Explore P: 0.1043')
Model Saved
('Episode: 491', 'Total reward: 720.0', 'Training loss: 52.0847', 'Explore P: 0.1042')
('Episode: 492', 'Total reward: 560.0', 'Training loss: 44.5791', 'Explore P: 0.1042')
('Episode: 493', 'Total reward: 460.0', 'Training loss: 44.9065', 'Explore P: 0.1042')
('Episode: 494', 'Total reward: 1460.0', 'Training loss: 309.5477', 'Explore P: 0.1041')
('Episode: 495', 'Total reward: 2340.0', 'Training loss: 301.7836', 'Explore P: 0.1041')
Model Saved
('Episode: 496', 'Total reward: 1850.0', 'Training loss: 44.5303', 'Explore P: 0.1040')
('Episode: 497', 'Total reward: 400.0', 'Training loss: 99.4545', 'Explore P: 0.1040')
('Episode: 498', 'Total reward: 970.0', 'Training loss: 91.0616', 'Explore P: 0.1040')
('Episode: 499', 'Total reward: 2580.0', 'Training loss: 62.7213', 'Explore P: 0.1039')
('Episode: 500', 'Total reward: 2140.0', 'Training loss: 42.4630', 'Explore P: 0.1039')
Model Saved
('Episode: 501', 'Total reward: 540.0', 'Training loss: 67.7115', 'Explore P: 0.1038')
('Episode: 502', 'Total reward: 500.0', 'Training loss: 30.5699', 'Explore P: 0.1038')
('Episode: 503', 'Total reward: 500.0', 'Training loss: 89.3507', 'Explore P: 0.1038')
('Episode: 504', 'Total reward: 600.0', 'Training loss: 84.4862', 'Explore P: 0.1037')
('Episode: 505', 'Total reward: 520.0', 'Training loss: 22.5478', 'Explore P: 0.1037')
Model Saved
('Episode: 506', 'Total reward: 440.0', 'Training loss: 53.7955', 'Explore P: 0.1037')
('Episode: 507', 'Total reward: 460.0', 'Training loss: 257.1041', 'Explore P: 0.1036')
('Episode: 508', 'Total reward: 480.0', 'Training loss: 179.4340', 'Explore P: 0.1036')
('Episode: 509', 'Total reward: 1450.0', 'Training loss: 60.2365', 'Explore P: 0.1036')
('Episode: 510', 'Total reward: 1240.0', 'Training loss: 25.2059', 'Explore P: 0.1035')
Model Saved
('Episode: 511', 'Total reward: 600.0', 'Training loss: 67.9490', 'Explore P: 0.1035')
('Episode: 512', 'Total reward: 480.0', 'Training loss: 39.8912', 'Explore P: 0.1035')
('Episode: 513', 'Total reward: 2780.0', 'Training loss: 44.8818', 'Explore P: 0.1034')
('Episode: 514', 'Total reward: 520.0', 'Training loss: 27.1980', 'Explore P: 0.1034')
('Episode: 515', 'Total reward: 460.0', 'Training loss: 140.3465', 'Explore P: 0.1034')
Model Saved
('Episode: 516', 'Total reward: 1680.0', 'Training loss: 110.2486', 'Explore P: 0.1033')
('Episode: 517', 'Total reward: 520.0', 'Training loss: 90.7572', 'Explore P: 0.1033')
