
WARNING: The TensorFlow contrib module will not be included in TensorFlow 2.0.
For more information, please see:
  * https://github.com/tensorflow/community/blob/master/rfcs/20180907-contrib-sunset.md
  * https://github.com/tensorflow/addons
If you depend on functionality not listed there, please file an issue.

WARNING:tensorflow:From ./deepQ.py:367: conv2d (from tensorflow.python.layers.convolutional) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.conv2d instead.
WARNING:tensorflow:From /home/james/.local/lib/python2.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From ./deepQ.py:372: batch_normalization (from tensorflow.python.layers.normalization) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.batch_normalization instead.
WARNING:tensorflow:From ./deepQ.py:424: flatten (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.flatten instead.
WARNING:tensorflow:From ./deepQ.py:432: dense (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.dense instead.
WARNING:tensorflow:From /home/james/.local/lib/python2.7/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
Memory Ready
Training Started
2019-03-23 00:37:45.820876: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 3401000000 Hz
2019-03-23 00:37:45.823378: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x7fffe82d52d0 executing computations on platform Host. Devices:
2019-03-23 00:37:45.823436: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
('Episode: 0', 'Total reward: 1610.0', 'Training loss: 52.0388', 'Explore P: 0.9601')
('Episode: 250', 'Total reward: 460.0', 'Training loss: 98.9920', 'Explore P: 0.1542')
Model Saved
('Episode: 251', 'Total reward: 1510.0', 'Training loss: 105.1455', 'Explore P: 0.1536')
('Episode: 252', 'Total reward: 1210.0', 'Training loss: 336.9896', 'Explore P: 0.1531')
('Episode: 253', 'Total reward: 1780.0', 'Training loss: 176.2607', 'Explore P: 0.1526')
('Episode: 254', 'Total reward: 740.0', 'Training loss: 389.1619', 'Explore P: 0.1522')
('Episode: 255', 'Total reward: 830.0', 'Training loss: 107.0473', 'Explore P: 0.1518')
Model Saved
('Episode: 256', 'Total reward: 620.0', 'Training loss: 79.2678', 'Explore P: 0.1514')
('Episode: 257', 'Total reward: 1070.0', 'Training loss: 127.1374', 'Explore P: 0.1509')
('Episode: 258', 'Total reward: 480.0', 'Training loss: 128.3226', 'Explore P: 0.1501')
('Episode: 259', 'Total reward: 680.0', 'Training loss: 211.1387', 'Explore P: 0.1496')
('Episode: 260', 'Total reward: 2190.0', 'Training loss: 126.5898', 'Explore P: 0.1491')
Model Saved
('Episode: 261', 'Total reward: 1310.0', 'Training loss: 123.3604', 'Explore P: 0.1486')
('Episode: 262', 'Total reward: 1630.0', 'Training loss: 105.2690', 'Explore P: 0.1480')
('Episode: 263', 'Total reward: 2390.0', 'Training loss: 172.3886', 'Explore P: 0.1474')
('Episode: 264', 'Total reward: 1430.0', 'Training loss: 166.0948', 'Explore P: 0.1468')
('Episode: 265', 'Total reward: 2390.0', 'Training loss: 110.7384', 'Explore P: 0.1463')
Model Saved
('Episode: 266', 'Total reward: 560.0', 'Training loss: 95.4994', 'Explore P: 0.1457')
('Episode: 267', 'Total reward: 200.0', 'Training loss: 94.1773', 'Explore P: 0.1454')
('Episode: 268', 'Total reward: 2360.0', 'Training loss: 89.0218', 'Explore P: 0.1449')
('Episode: 269', 'Total reward: 620.0', 'Training loss: 105.4087', 'Explore P: 0.1445')
('Episode: 270', 'Total reward: 2340.0', 'Training loss: 109.0474', 'Explore P: 0.1440')
Model Saved
('Episode: 271', 'Total reward: 1830.0', 'Training loss: 128.5005', 'Explore P: 0.1434')
('Episode: 272', 'Total reward: 600.0', 'Training loss: 63.8363', 'Explore P: 0.1430')
('Episode: 273', 'Total reward: 2400.0', 'Training loss: 123.8846', 'Explore P: 0.1426')
('Episode: 274', 'Total reward: 680.0', 'Training loss: 162.5737', 'Explore P: 0.1423')
('Episode: 275', 'Total reward: 280.0', 'Training loss: 100.1260', 'Explore P: 0.1419')
Model Saved
('Episode: 276', 'Total reward: 460.0', 'Training loss: 454.9556', 'Explore P: 0.1415')
('Episode: 277', 'Total reward: 2460.0', 'Training loss: 167.0867', 'Explore P: 0.1410')
('Episode: 278', 'Total reward: 800.0', 'Training loss: 160.7790', 'Explore P: 0.1406')
('Episode: 279', 'Total reward: 580.0', 'Training loss: 203.2037', 'Explore P: 0.1403')
('Episode: 280', 'Total reward: 500.0', 'Training loss: 150.3926', 'Explore P: 0.1400')
Model Saved
('Episode: 281', 'Total reward: 220.0', 'Training loss: 217.7470', 'Explore P: 0.1397')
('Episode: 282', 'Total reward: 980.0', 'Training loss: 130.9806', 'Explore P: 0.1394')
('Episode: 283', 'Total reward: 540.0', 'Training loss: 124.2259', 'Explore P: 0.1390')
('Episode: 284', 'Total reward: 1300.0', 'Training loss: 192.5041', 'Explore P: 0.1385')
('Episode: 285', 'Total reward: 1150.0', 'Training loss: 161.4525', 'Explore P: 0.1381')
Model Saved
('Episode: 286', 'Total reward: 540.0', 'Training loss: 95.1402', 'Explore P: 0.1378')
('Episode: 287', 'Total reward: 620.0', 'Training loss: 106.7020', 'Explore P: 0.1374')
('Episode: 288', 'Total reward: 1030.0', 'Training loss: 113.8117', 'Explore P: 0.1370')
('Episode: 289', 'Total reward: 930.0', 'Training loss: 72.4812', 'Explore P: 0.1366')
('Episode: 290', 'Total reward: 520.0', 'Training loss: 116.1178', 'Explore P: 0.1362')
Model Saved
('Episode: 291', 'Total reward: 540.0', 'Training loss: 145.0108', 'Explore P: 0.1357')
('Episode: 292', 'Total reward: 480.0', 'Training loss: 84.5668', 'Explore P: 0.1353')
('Episode: 293', 'Total reward: 2050.0', 'Training loss: 112.8346', 'Explore P: 0.1347')
('Episode: 294', 'Total reward: 660.0', 'Training loss: 63.0292', 'Explore P: 0.1343')
('Episode: 295', 'Total reward: 600.0', 'Training loss: 112.1657', 'Explore P: 0.1340')
Model Saved
('Episode: 296', 'Total reward: 420.0', 'Training loss: 85.7366', 'Explore P: 0.1337')
('Episode: 297', 'Total reward: 1490.0', 'Training loss: 117.0306', 'Explore P: 0.1332')
('Episode: 298', 'Total reward: 380.0', 'Training loss: 188.6294', 'Explore P: 0.1330')
('Episode: 299', 'Total reward: 500.0', 'Training loss: 59.7878', 'Explore P: 0.1327')
('Episode: 300', 'Total reward: 1910.0', 'Training loss: 97.5966', 'Explore P: 0.1324')
Model Saved
('Episode: 301', 'Total reward: 2280.0', 'Training loss: 92.3323', 'Explore P: 0.1320')
('Episode: 302', 'Total reward: 800.0', 'Training loss: 87.9974', 'Explore P: 0.1316')
('Episode: 303', 'Total reward: 720.0', 'Training loss: 95.2056', 'Explore P: 0.1312')
('Episode: 304', 'Total reward: 480.0', 'Training loss: 103.2411', 'Explore P: 0.1310')
('Episode: 305', 'Total reward: 1820.0', 'Training loss: 104.2334', 'Explore P: 0.1305')
Model Saved
('Episode: 306', 'Total reward: 1030.0', 'Training loss: 102.9881', 'Explore P: 0.1301')
('Episode: 307', 'Total reward: 500.0', 'Training loss: 103.0055', 'Explore P: 0.1299')
('Episode: 308', 'Total reward: 480.0', 'Training loss: 72.9640', 'Explore P: 0.1296')
('Episode: 309', 'Total reward: 380.0', 'Training loss: 78.9477', 'Explore P: 0.1294')
('Episode: 310', 'Total reward: 480.0', 'Training loss: 172.9314', 'Explore P: 0.1291')
Model Saved
('Episode: 311', 'Total reward: 680.0', 'Training loss: 110.0755', 'Explore P: 0.1288')
('Episode: 312', 'Total reward: 1660.0', 'Training loss: 155.3934', 'Explore P: 0.1285')
('Episode: 313', 'Total reward: 1770.0', 'Training loss: 66.3072', 'Explore P: 0.1282')
('Episode: 314', 'Total reward: 580.0', 'Training loss: 84.4065', 'Explore P: 0.1279')
('Episode: 315', 'Total reward: 1530.0', 'Training loss: 142.3591', 'Explore P: 0.1277')
Model Saved
('Episode: 316', 'Total reward: 1660.0', 'Training loss: 102.4056', 'Explore P: 0.1274')
('Episode: 317', 'Total reward: 1760.0', 'Training loss: 97.6398', 'Explore P: 0.1271')
('Episode: 318', 'Total reward: 2690.0', 'Training loss: 80.6959', 'Explore P: 0.1267')
('Episode: 319', 'Total reward: 460.0', 'Training loss: 109.2240', 'Explore P: 0.1265')
('Episode: 320', 'Total reward: 260.0', 'Training loss: 85.7215', 'Explore P: 0.1263')
Model Saved
('Episode: 321', 'Total reward: 1480.0', 'Training loss: 79.6541', 'Explore P: 0.1260')
('Episode: 322', 'Total reward: 980.0', 'Training loss: 165.8280', 'Explore P: 0.1257')
('Episode: 323', 'Total reward: 560.0', 'Training loss: 71.5978', 'Explore P: 0.1255')
('Episode: 324', 'Total reward: 580.0', 'Training loss: 208.9535', 'Explore P: 0.1253')
('Episode: 325', 'Total reward: 420.0', 'Training loss: 123.9695', 'Explore P: 0.1249')
Model Saved
('Episode: 326', 'Total reward: 1620.0', 'Training loss: 184.2954', 'Explore P: 0.1246')
('Episode: 327', 'Total reward: 2300.0', 'Training loss: 104.3643', 'Explore P: 0.1242')
('Episode: 328', 'Total reward: 920.0', 'Training loss: 74.9905', 'Explore P: 0.1239')
('Episode: 329', 'Total reward: 2720.0', 'Training loss: 87.0936', 'Explore P: 0.1235')
('Episode: 330', 'Total reward: 260.0', 'Training loss: 279.6436', 'Explore P: 0.1233')
Model Saved
('Episode: 331', 'Total reward: 800.0', 'Training loss: 123.5621', 'Explore P: 0.1229')
('Episode: 332', 'Total reward: 2260.0', 'Training loss: 113.7738', 'Explore P: 0.1227')
('Episode: 333', 'Total reward: 1300.0', 'Training loss: 109.0042', 'Explore P: 0.1224')
('Episode: 334', 'Total reward: 1910.0', 'Training loss: 131.5753', 'Explore P: 0.1222')
('Episode: 335', 'Total reward: 3680.0', 'Training loss: 181.1609', 'Explore P: 0.1219')
Model Saved
('Episode: 336', 'Total reward: 990.0', 'Training loss: 157.9329', 'Explore P: 0.1216')
('Episode: 337', 'Total reward: 1360.0', 'Training loss: 85.0286', 'Explore P: 0.1213')
('Episode: 338', 'Total reward: 1400.0', 'Training loss: 107.4258', 'Explore P: 0.1211')
('Episode: 339', 'Total reward: 520.0', 'Training loss: 162.4798', 'Explore P: 0.1210')
('Episode: 340', 'Total reward: 2060.0', 'Training loss: 277.0360', 'Explore P: 0.1206')
Model Saved
('Episode: 341', 'Total reward: 1820.0', 'Training loss: 132.8163', 'Explore P: 0.1203')
('Episode: 342', 'Total reward: 3930.0', 'Training loss: 184.1992', 'Explore P: 0.1200')
('Episode: 343', 'Total reward: 540.0', 'Training loss: 101.6696', 'Explore P: 0.1196')
('Episode: 344', 'Total reward: 480.0', 'Training loss: 448.0881', 'Explore P: 0.1194')
('Episode: 345', 'Total reward: 1450.0', 'Training loss: 133.3688', 'Explore P: 0.1192')
Model Saved
('Episode: 346', 'Total reward: 660.0', 'Training loss: 178.1816', 'Explore P: 0.1190')
('Episode: 347', 'Total reward: 280.0', 'Training loss: 106.9830', 'Explore P: 0.1189')
('Episode: 348', 'Total reward: 320.0', 'Training loss: 106.7131', 'Explore P: 0.1187')
('Episode: 349', 'Total reward: 1830.0', 'Training loss: 90.8040', 'Explore P: 0.1185')
('Episode: 350', 'Total reward: 580.0', 'Training loss: 90.0920', 'Explore P: 0.1184')
Model Saved
('Episode: 351', 'Total reward: 1070.0', 'Training loss: 93.9640', 'Explore P: 0.1182')
('Episode: 352', 'Total reward: 280.0', 'Training loss: 104.5425', 'Explore P: 0.1181')
('Episode: 353', 'Total reward: 420.0', 'Training loss: 55.2232', 'Explore P: 0.1179')
('Episode: 354', 'Total reward: 180.0', 'Training loss: 104.3890', 'Explore P: 0.1178')
('Episode: 355', 'Total reward: 400.0', 'Training loss: 88.4005', 'Explore P: 0.1176')
Model Saved
('Episode: 356', 'Total reward: 3260.0', 'Training loss: 76.0080', 'Explore P: 0.1174')
('Episode: 357', 'Total reward: 2770.0', 'Training loss: 140.1412', 'Explore P: 0.1171')
('Episode: 358', 'Total reward: 1150.0', 'Training loss: 54.0007', 'Explore P: 0.1170')
('Episode: 359', 'Total reward: 560.0', 'Training loss: 401.5166', 'Explore P: 0.1168')
('Episode: 360', 'Total reward: 440.0', 'Training loss: 109.3024', 'Explore P: 0.1167')
Model Saved
('Episode: 361', 'Total reward: 2350.0', 'Training loss: 125.2213', 'Explore P: 0.1165')
('Episode: 362', 'Total reward: 1120.0', 'Training loss: 114.3724', 'Explore P: 0.1163')
('Episode: 363', 'Total reward: 560.0', 'Training loss: 92.6049', 'Explore P: 0.1161')
('Episode: 364', 'Total reward: 5420.0', 'Training loss: 152.4709', 'Explore P: 0.1158')
('Episode: 365', 'Total reward: 2030.0', 'Training loss: 151.6363', 'Explore P: 0.1155')
Model Saved
('Episode: 366', 'Total reward: 420.0', 'Training loss: 127.6290', 'Explore P: 0.1154')
('Episode: 367', 'Total reward: 1930.0', 'Training loss: 142.3810', 'Explore P: 0.1152')
('Episode: 368', 'Total reward: 640.0', 'Training loss: 157.6257', 'Explore P: 0.1151')
('Episode: 369', 'Total reward: 380.0', 'Training loss: 159.2738', 'Explore P: 0.1150')
('Episode: 370', 'Total reward: 560.0', 'Training loss: 216.5746', 'Explore P: 0.1149')
Model Saved
('Episode: 371', 'Total reward: 1640.0', 'Training loss: 191.3303', 'Explore P: 0.1147')
('Episode: 372', 'Total reward: 500.0', 'Training loss: 296.2114', 'Explore P: 0.1146')
('Episode: 373', 'Total reward: 480.0', 'Training loss: 140.3497', 'Explore P: 0.1145')
('Episode: 374', 'Total reward: 500.0', 'Training loss: 119.3127', 'Explore P: 0.1143')
('Episode: 375', 'Total reward: 560.0', 'Training loss: 141.9705', 'Explore P: 0.1142')
Model Saved
('Episode: 376', 'Total reward: 2670.0', 'Training loss: 116.3673', 'Explore P: 0.1141')
('Episode: 377', 'Total reward: 600.0', 'Training loss: 125.5712', 'Explore P: 0.1139')
('Episode: 378', 'Total reward: 500.0', 'Training loss: 130.3011', 'Explore P: 0.1138')
('Episode: 379', 'Total reward: 460.0', 'Training loss: 129.5638', 'Explore P: 0.1137')
('Episode: 380', 'Total reward: 2780.0', 'Training loss: 120.4640', 'Explore P: 0.1136')
Model Saved
('Episode: 381', 'Total reward: 600.0', 'Training loss: 115.1775', 'Explore P: 0.1135')
('Episode: 382', 'Total reward: 200.0', 'Training loss: 158.7469', 'Explore P: 0.1133')
('Episode: 383', 'Total reward: 1800.0', 'Training loss: 169.4719', 'Explore P: 0.1131')
('Episode: 384', 'Total reward: 480.0', 'Training loss: 137.5594', 'Explore P: 0.1130')
('Episode: 385', 'Total reward: 1350.0', 'Training loss: 125.5704', 'Explore P: 0.1129')
Model Saved
('Episode: 386', 'Total reward: 480.0', 'Training loss: 197.0106', 'Explore P: 0.1128')
('Episode: 387', 'Total reward: 740.0', 'Training loss: 315.5978', 'Explore P: 0.1127')
('Episode: 388', 'Total reward: 460.0', 'Training loss: 95.4725', 'Explore P: 0.1125')
('Episode: 389', 'Total reward: 2660.0', 'Training loss: 166.7336', 'Explore P: 0.1124')
('Episode: 390', 'Total reward: 320.0', 'Training loss: 108.9744', 'Explore P: 0.1123')
Model Saved
('Episode: 391', 'Total reward: 540.0', 'Training loss: 118.5654', 'Explore P: 0.1122')
('Episode: 392', 'Total reward: 560.0', 'Training loss: 89.9875', 'Explore P: 0.1121')
('Episode: 393', 'Total reward: 1760.0', 'Training loss: 115.3317', 'Explore P: 0.1120')
('Episode: 394', 'Total reward: 340.0', 'Training loss: 211.6901', 'Explore P: 0.1119')
('Episode: 395', 'Total reward: 1920.0', 'Training loss: 116.4761', 'Explore P: 0.1118')
Model Saved
('Episode: 396', 'Total reward: 1510.0', 'Training loss: 151.4452', 'Explore P: 0.1116')
('Episode: 397', 'Total reward: 640.0', 'Training loss: 140.6804', 'Explore P: 0.1115')
('Episode: 398', 'Total reward: 2590.0', 'Training loss: 114.3233', 'Explore P: 0.1114')
('Episode: 399', 'Total reward: 460.0', 'Training loss: 156.9698', 'Explore P: 0.1113')
('Episode: 400', 'Total reward: 1480.0', 'Training loss: 124.0622', 'Explore P: 0.1111')
Model Saved
('Episode: 401', 'Total reward: 680.0', 'Training loss: 398.0620', 'Explore P: 0.1111')
('Episode: 402', 'Total reward: 560.0', 'Training loss: 121.0683', 'Explore P: 0.1110')
('Episode: 403', 'Total reward: 820.0', 'Training loss: 147.2675', 'Explore P: 0.1109')
('Episode: 404', 'Total reward: 660.0', 'Training loss: 164.6263', 'Explore P: 0.1108')
('Episode: 405', 'Total reward: 420.0', 'Training loss: 126.1853', 'Explore P: 0.1107')
Model Saved
('Episode: 406', 'Total reward: 2680.0', 'Training loss: 170.4594', 'Explore P: 0.1106')
('Episode: 407', 'Total reward: 1340.0', 'Training loss: 293.4637', 'Explore P: 0.1105')
('Episode: 408', 'Total reward: 560.0', 'Training loss: 101.8453', 'Explore P: 0.1104')
('Episode: 409', 'Total reward: 1430.0', 'Training loss: 128.6084', 'Explore P: 0.1102')
('Episode: 410', 'Total reward: 540.0', 'Training loss: 234.7670', 'Explore P: 0.1101')
Model Saved
('Episode: 411', 'Total reward: 640.0', 'Training loss: 73.2507', 'Explore P: 0.1100')
('Episode: 412', 'Total reward: 1230.0', 'Training loss: 140.8707', 'Explore P: 0.1099')
('Episode: 413', 'Total reward: 4600.0', 'Training loss: 85.9880', 'Explore P: 0.1098')
('Episode: 414', 'Total reward: 720.0', 'Training loss: 141.4020', 'Explore P: 0.1096')
('Episode: 415', 'Total reward: 580.0', 'Training loss: 159.4912', 'Explore P: 0.1096')
Model Saved
('Episode: 416', 'Total reward: 800.0', 'Training loss: 90.9587', 'Explore P: 0.1095')
('Episode: 417', 'Total reward: 2230.0', 'Training loss: 187.9001', 'Explore P: 0.1094')
('Episode: 418', 'Total reward: 780.0', 'Training loss: 133.6582', 'Explore P: 0.1093')
('Episode: 419', 'Total reward: 1390.0', 'Training loss: 195.7247', 'Explore P: 0.1092')
('Episode: 420', 'Total reward: 1150.0', 'Training loss: 152.8470', 'Explore P: 0.1091')
Model Saved
('Episode: 421', 'Total reward: 2330.0', 'Training loss: 137.8959', 'Explore P: 0.1090')
('Episode: 422', 'Total reward: 860.0', 'Training loss: 151.0953', 'Explore P: 0.1089')
('Episode: 423', 'Total reward: 930.0', 'Training loss: 175.2099', 'Explore P: 0.1088')
('Episode: 424', 'Total reward: 440.0', 'Training loss: 130.6586', 'Explore P: 0.1087')
('Episode: 425', 'Total reward: 400.0', 'Training loss: 151.7615', 'Explore P: 0.1086')
Model Saved
('Episode: 426', 'Total reward: 320.0', 'Training loss: 155.7568', 'Explore P: 0.1086')
('Episode: 427', 'Total reward: 880.0', 'Training loss: 152.1888', 'Explore P: 0.1085')
('Episode: 428', 'Total reward: 400.0', 'Training loss: 115.8249', 'Explore P: 0.1084')
('Episode: 429', 'Total reward: 600.0', 'Training loss: 158.6095', 'Explore P: 0.1083')
('Episode: 430', 'Total reward: 480.0', 'Training loss: 161.3801', 'Explore P: 0.1082')
Model Saved
('Episode: 431', 'Total reward: 1520.0', 'Training loss: 227.0829', 'Explore P: 0.1082')
('Episode: 432', 'Total reward: 1410.0', 'Training loss: 139.2947', 'Explore P: 0.1081')
('Episode: 433', 'Total reward: 480.0', 'Training loss: 98.8814', 'Explore P: 0.1079')
('Episode: 434', 'Total reward: 340.0', 'Training loss: 92.9378', 'Explore P: 0.1079')
('Episode: 435', 'Total reward: 1400.0', 'Training loss: 130.9280', 'Explore P: 0.1078')
Model Saved
('Episode: 436', 'Total reward: 840.0', 'Training loss: 112.8600', 'Explore P: 0.1077')
('Episode: 437', 'Total reward: 1810.0', 'Training loss: 184.4182', 'Explore P: 0.1076')
('Episode: 438', 'Total reward: 220.0', 'Training loss: 92.9911', 'Explore P: 0.1076')
('Episode: 439', 'Total reward: 2030.0', 'Training loss: 452.5372', 'Explore P: 0.1075')
('Episode: 440', 'Total reward: 930.0', 'Training loss: 83.7387', 'Explore P: 0.1074')
Model Saved
('Episode: 441', 'Total reward: 340.0', 'Training loss: 135.8874', 'Explore P: 0.1073')
('Episode: 442', 'Total reward: 360.0', 'Training loss: 98.6129', 'Explore P: 0.1073')
('Episode: 443', 'Total reward: 420.0', 'Training loss: 149.7291', 'Explore P: 0.1072')
('Episode: 444', 'Total reward: 1770.0', 'Training loss: 143.1501', 'Explore P: 0.1071')
('Episode: 445', 'Total reward: 1270.0', 'Training loss: 111.6059', 'Explore P: 0.1070')
Model Saved
('Episode: 446', 'Total reward: 480.0', 'Training loss: 131.2028', 'Explore P: 0.1070')
('Episode: 447', 'Total reward: 520.0', 'Training loss: 134.8412', 'Explore P: 0.1069')
('Episode: 448', 'Total reward: 480.0', 'Training loss: 192.8423', 'Explore P: 0.1068')
('Episode: 449', 'Total reward: 200.0', 'Training loss: 102.5548', 'Explore P: 0.1068')
('Episode: 450', 'Total reward: 460.0', 'Training loss: 116.0987', 'Explore P: 0.1067')
Model Saved
('Episode: 451', 'Total reward: 2820.0', 'Training loss: 143.6198', 'Explore P: 0.1066')
('Episode: 452', 'Total reward: 420.0', 'Training loss: 82.7332', 'Explore P: 0.1066')
('Episode: 453', 'Total reward: 140.0', 'Training loss: 105.0632', 'Explore P: 0.1065')
('Episode: 454', 'Total reward: 660.0', 'Training loss: 127.8805', 'Explore P: 0.1065')
('Episode: 455', 'Total reward: 400.0', 'Training loss: 93.5826', 'Explore P: 0.1064')
Model Saved
('Episode: 456', 'Total reward: 560.0', 'Training loss: 115.1371', 'Explore P: 0.1064')
('Episode: 457', 'Total reward: 3560.0', 'Training loss: 82.6665', 'Explore P: 0.1063')
('Episode: 458', 'Total reward: 300.0', 'Training loss: 80.2529', 'Explore P: 0.1062')
('Episode: 459', 'Total reward: 1450.0', 'Training loss: 120.0709', 'Explore P: 0.1062')
('Episode: 460', 'Total reward: 1110.0', 'Training loss: 189.7164', 'Explore P: 0.1061')
Model Saved
('Episode: 461', 'Total reward: 970.0', 'Training loss: 79.9717', 'Explore P: 0.1061')
('Episode: 462', 'Total reward: 460.0', 'Training loss: 360.3792', 'Explore P: 0.1060')
('Episode: 463', 'Total reward: 2040.0', 'Training loss: 83.0610', 'Explore P: 0.1060')
('Episode: 464', 'Total reward: 440.0', 'Training loss: 116.7211', 'Explore P: 0.1059')
('Episode: 465', 'Total reward: 580.0', 'Training loss: 109.7400', 'Explore P: 0.1059')
Model Saved
('Episode: 466', 'Total reward: 260.0', 'Training loss: 107.2308', 'Explore P: 0.1058')
('Episode: 467', 'Total reward: 520.0', 'Training loss: 125.8400', 'Explore P: 0.1058')
('Episode: 468', 'Total reward: 1340.0', 'Training loss: 108.9361', 'Explore P: 0.1057')
('Episode: 469', 'Total reward: 640.0', 'Training loss: 213.2820', 'Explore P: 0.1057')
('Episode: 470', 'Total reward: 3180.0', 'Training loss: 136.8237', 'Explore P: 0.1056')
Model Saved
('Episode: 471', 'Total reward: 3430.0', 'Training loss: 150.5720', 'Explore P: 0.1055')
('Episode: 472', 'Total reward: 1310.0', 'Training loss: 108.4063', 'Explore P: 0.1054')
('Episode: 473', 'Total reward: 400.0', 'Training loss: 384.2399', 'Explore P: 0.1053')
('Episode: 474', 'Total reward: 2310.0', 'Training loss: 132.7228', 'Explore P: 0.1053')
('Episode: 475', 'Total reward: 460.0', 'Training loss: 195.0797', 'Explore P: 0.1052')
Model Saved
('Episode: 476', 'Total reward: 460.0', 'Training loss: 138.6805', 'Explore P: 0.1052')
('Episode: 477', 'Total reward: 540.0', 'Training loss: 216.0196', 'Explore P: 0.1051')
('Episode: 478', 'Total reward: 360.0', 'Training loss: 141.9101', 'Explore P: 0.1051')
('Episode: 479', 'Total reward: 660.0', 'Training loss: 74.8349', 'Explore P: 0.1051')
('Episode: 480', 'Total reward: 3160.0', 'Training loss: 125.3885', 'Explore P: 0.1050')
Model Saved
('Episode: 481', 'Total reward: 1060.0', 'Training loss: 150.4638', 'Explore P: 0.1049')
('Episode: 482', 'Total reward: 520.0', 'Training loss: 105.6382', 'Explore P: 0.1049')
('Episode: 483', 'Total reward: 1840.0', 'Training loss: 101.3969', 'Explore P: 0.1048')
('Episode: 484', 'Total reward: 2230.0', 'Training loss: 83.1888', 'Explore P: 0.1047')
('Episode: 485', 'Total reward: 780.0', 'Training loss: 70.4203', 'Explore P: 0.1047')
Model Saved
('Episode: 486', 'Total reward: 2010.0', 'Training loss: 61.8203', 'Explore P: 0.1046')
('Episode: 487', 'Total reward: 4620.0', 'Training loss: 94.2308', 'Explore P: 0.1046')
('Episode: 488', 'Total reward: 2000.0', 'Training loss: 150.5883', 'Explore P: 0.1045')
('Episode: 489', 'Total reward: 1620.0', 'Training loss: 145.3457', 'Explore P: 0.1044')
('Episode: 490', 'Total reward: 580.0', 'Training loss: 169.2191', 'Explore P: 0.1044')
Model Saved
('Episode: 491', 'Total reward: 540.0', 'Training loss: 463.7466', 'Explore P: 0.1043')
('Episode: 492', 'Total reward: 300.0', 'Training loss: 120.2442', 'Explore P: 0.1043')
('Episode: 493', 'Total reward: 2870.0', 'Training loss: 213.7780', 'Explore P: 0.1043')
('Episode: 494', 'Total reward: 1450.0', 'Training loss: 188.0181', 'Explore P: 0.1042')
('Episode: 495', 'Total reward: 480.0', 'Training loss: 168.5266', 'Explore P: 0.1042')
Model Saved
('Episode: 496', 'Total reward: 460.0', 'Training loss: 140.6590', 'Explore P: 0.1041')
('Episode: 497', 'Total reward: 1400.0', 'Training loss: 482.0034', 'Explore P: 0.1041')
('Episode: 498', 'Total reward: 1130.0', 'Training loss: 211.8916', 'Explore P: 0.1040')
('Episode: 499', 'Total reward: 580.0', 'Training loss: 155.4736', 'Explore P: 0.1040')
('Episode: 500', 'Total reward: 2190.0', 'Training loss: 93.4365', 'Explore P: 0.1040')
Model Saved
('Episode: 501', 'Total reward: 2310.0', 'Training loss: 87.1726', 'Explore P: 0.1039')
('Episode: 502', 'Total reward: 2000.0', 'Training loss: 103.8070', 'Explore P: 0.1039')
('Episode: 503', 'Total reward: 520.0', 'Training loss: 84.3465', 'Explore P: 0.1038')
('Episode: 504', 'Total reward: 1780.0', 'Training loss: 180.3388', 'Explore P: 0.1038')
('Episode: 505', 'Total reward: 1840.0', 'Training loss: 335.9207', 'Explore P: 0.1037')
Model Saved
('Episode: 506', 'Total reward: 500.0', 'Training loss: 181.6617', 'Explore P: 0.1037')
('Episode: 507', 'Total reward: 2110.0', 'Training loss: 144.7482', 'Explore P: 0.1037')
('Episode: 508', 'Total reward: 540.0', 'Training loss: 133.3486', 'Explore P: 0.1036')
('Episode: 509', 'Total reward: 1680.0', 'Training loss: 209.6726', 'Explore P: 0.1036')
('Episode: 510', 'Total reward: 540.0', 'Training loss: 140.8944', 'Explore P: 0.1036')
Model Saved
('Episode: 511', 'Total reward: 540.0', 'Training loss: 86.8370', 'Explore P: 0.1035')
('Episode: 512', 'Total reward: 1730.0', 'Training loss: 204.7543', 'Explore P: 0.1035')
('Episode: 513', 'Total reward: 1260.0', 'Training loss: 146.1499', 'Explore P: 0.1035')
('Episode: 514', 'Total reward: 1530.0', 'Training loss: 164.7419', 'Explore P: 0.1034')
('Episode: 515', 'Total reward: 420.0', 'Training loss: 177.7428', 'Explore P: 0.1034')
Model Saved
('Episode: 516', 'Total reward: 1960.0', 'Training loss: 177.5786', 'Explore P: 0.1034')
('Episode: 517', 'Total reward: 480.0', 'Training loss: 145.9682', 'Explore P: 0.1033')
